=== JETPACK MOVEMENT LOG ===
Application started: 2025-12-07 12:00:56
==================================================
[12:00:58] Monitoring 300 jetpacks in New York
[12:09:04] MAVS-152 ✓ landed at DAL-P117 (parking for ~82s)
[12:09:04] ARMADILLO-148 ✓ landed at DAL-P163 (parking for ~86s)
[12:09:04] COWBOY-171 ✓ landed at DAL-P21 (parking for ~82s)
[12:09:04] ARMADILLO-178 🚀 departing from DAL-P1
[12:09:04] COWBOY-121 🚀 departing from DAL-P128
[12:09:04] LONGHORN-127 ✓ landed at DAL-P173 (parking for ~80s)
[12:09:04] RANGER-224 🚀 departing from DAL-P275
[12:09:04] BRONCO-236 🚀 departing from DAL-P88
[12:09:04] LONGHORN-277 ✓ landed at DAL-P142 (parking for ~36s)
[12:09:04] HORIZON-30 moving 🚀 Southeast (477 units)
[12:09:04] RANGER-124 ✓ landed at DAL-P41 (parking for ~86s)
[12:09:04] RANGER-224 moving 🚀 South (530 units)
[12:09:04] RANGER-224 🚀 heading to parking DAL-P262
[12:09:04] MAVS-92 moving 🚀 Northeast (1488 units)
[12:09:04] MAVS-92 🚀 heading to parking DAL-P38
[12:09:04] ARMADILLO-178 moving 🚀 West (404 units)
[12:09:04] ARMADILLO-178 🚀 heading to parking DAL-P164
[12:09:04] RANGER-264 ✓ landed at DAL-P101 (parking for ~84s)
[12:09:05] BRONCO-106 🚀 departing from DAL-P75
[12:09:05] HORIZON-190 🚀 departing from DAL-P87
[12:09:05] STARS-123 moving 🚀 North (564 units)
[12:09:05] RANGER-154 ✓ landed at DAL-P281 (parking for ~36s)
[12:09:05] MAVS-232 ✓ landed at DAL-P287 (parking for ~40s)
[12:09:05] COWBOY-121 moving 🚀 Southwest (1083 units)
[12:09:05] COWBOY-121 🚀 heading to parking DAL-P146
[12:09:05] MUSTANG-135 🚀 departing from DAL-P27
[12:09:05] STARS-213 ✓ landed at DAL-P103 (parking for ~82s)
[12:09:05] LONGHORN-147 🚀 departing from DAL-P44
[12:09:05] MUSTANG-135 moving 🚀 Southeast (338 units)
[12:09:05] MUSTANG-135 🚀 heading to parking DAL-P23
[12:09:05] LONGHORN-147 moving 🚀 Southwest (1152 units)
[12:09:05] LONGHORN-147 🚀 heading to parking DAL-P114
[12:09:05] BRONCO-236 moving 🚀 West (726 units)
[12:09:05] BRONCO-236 🚀 heading to parking DAL-P200
[12:09:05] BRONCO-106 moving 🚀 Southeast (404 units)
[12:09:05] BRONCO-106 🚀 heading to parking DAL-P96
[12:09:05] MAVS-52 🚀 departing from DAL-P73
[12:09:05] HORIZON-80 ✓ landed at DAL-P216 (parking for ~52s)
[12:09:05] STARS-123 moving 🚀 North (727 units)
[12:09:05] STARS-123 🚀 heading to parking DAL-P265
[12:09:05] LONGHORN-197 ✓ landed at DAL-P279 (parking for ~40s)
[12:09:05] RANGER-184 ✓ landed at DAL-P241 (parking for ~38s)
[12:09:05] MAVS-42 🚀 departing from DAL-P248
[12:09:05] STARS-93 ✓ landed at DAL-P218 (parking for ~38s)
[12:09:05] STARS-163 ✓ landed at DAL-P235 (parking for ~36s)
[12:09:05] HORIZON-190 moving 🚀 South (849 units)
[12:09:05] HORIZON-190 🚀 heading to parking DAL-P246
[12:09:05] BRONCO-56 ✓ landed at DAL-P245 (parking for ~88s)
[12:09:05] PRAIRIE-249 ✓ landed at DAL-P44 (parking for ~32s)
[12:09:05] MAVS-52 moving 🚀 Northeast (286 units)
[12:09:05] MAVS-52 🚀 heading to parking DAL-P56
[12:09:05] MAVS-42 moving 🚀 Northwest (317 units)
[12:09:05] MAVS-42 🚀 heading to parking DAL-P205
[12:09:05] HORIZON-170 ✓ landed at DAL-P291 (parking for ~36s)
[12:09:05] MAVS-202 🚀 departing from DAL-P273
[12:09:05] LONGHORN-207 🚀 departing from DAL-P188
[12:09:05] LONGHORN-277 🚀 departing from DAL-P142
[12:09:05] LONGHORN-167 🚀 departing from DAL-P192
[12:09:05] BRONCO-246 🚀 departing from DAL-P253
[12:09:06] MAVS-202 moving 🚀 North (1367 units)
[12:09:06] MAVS-202 🚀 heading to parking DAL-P132
[12:09:06] RANGER-154 🚀 departing from DAL-P281
[12:09:06] ARMADILLO-18 moving 🚀 South (1440 units)
[12:09:06] MAVS-232 🚀 departing from DAL-P287
[12:09:06] RANGER-154 moving 🚀 North (1242 units)
[12:09:06] RANGER-154 🚀 heading to parking DAL-P112
[12:09:06] STARS-203 🚀 departing from DAL-P60
[12:09:06] BRONCO-246 moving 🚀 South (635 units)
[12:09:06] BRONCO-246 🚀 heading to parking DAL-P190
[12:09:06] LONGHORN-167 moving 🚀 South (1102 units)
[12:09:06] LONGHORN-167 🚀 heading to parking DAL-P20
[12:09:06] STARS-163 🚀 departing from DAL-P235
[12:09:06] RANGER-184 🚀 departing from DAL-P241
[12:09:06] LONGHORN-197 🚀 departing from DAL-P279
[12:09:06] PRAIRIE-249 🚀 departing from DAL-P44
[12:09:06] STARS-93 🚀 departing from DAL-P218
[12:09:06] MAVS-112 🚀 departing from DAL-P86
[12:09:06] HORIZON-160 ✓ landed at DAL-P143 (parking for ~84s)
[12:09:06] STARS-163 moving 🚀 Northeast (391 units)
[12:09:06] STARS-163 🚀 heading to parking DAL-P145
[12:09:06] STARS-243 🚀 departing from DAL-P234
[12:09:06] COWBOY-201 ✓ landed at DAL-P29 (parking for ~38s)
[12:09:06] LONGHORN-207 moving 🚀 Northeast (963 units)
[12:09:06] STARS-223 🚀 departing from DAL-P182
[12:09:06] LONGHORN-277 moving 🚀 Northwest (1238 units)
[12:09:06] LONGHORN-277 🚀 heading to parking DAL-P10
[12:09:06] PRAIRIE-69 ✓ landed at DAL-P103 (parking for ~32s)
[12:09:06] MAVS-112 moving 🚀 Northwest (125 units)
[12:09:06] MAVS-112 🚀 heading to parking DAL-P167
[12:09:06] PRAIRIE-249 moving 🚀 Southwest (910 units)
[12:09:06] PRAIRIE-249 🚀 heading to parking DAL-P124
[12:09:07] ARMADILLO-68 🚀 departing from DAL-P61
[12:09:07] HORIZON-80 🚀 departing from DAL-P216
[12:09:07] LONGHORN-87 ✓ landed at DAL-P188 (parking for ~36s)
[12:09:07] HORIZON-170 🚀 departing from DAL-P291
[12:09:07] LONGHORN-207 moving 🚀 North (1148 units)
[12:09:07] LONGHORN-207 🚀 heading to parking DAL-P52
[12:09:07] LONGHORN-217 ✓ landed at DAL-P295 (parking for ~44s)
[12:09:07] STARS-223 moving 🚀 North (620 units)
[12:09:07] STARS-223 🚀 heading to parking DAL-P53
[12:09:07] STARS-93 moving 🚀 Southwest (955 units)
[12:09:07] STARS-93 🚀 heading to parking DAL-P300
[12:09:07] PRAIRIE-79 ✓ landed at DAL-P185 (parking for ~48s)
[12:09:07] MUSTANG-105 ✓ landed at DAL-P184 (parking for ~88s)
[12:09:07] MAVS-152 🚀 departing from DAL-P117
[12:09:07] MAVS-152 moving 🚀 Northwest (582 units)
[12:09:07] MAVS-152 🚀 heading to parking DAL-P1
[12:09:07] COWBOY-171 🚀 departing from DAL-P21
[12:09:07] MAVS-232 moving 🚀 Southeast (1 units)
[12:09:07] MAVS-232 🚀 heading to parking DAL-P287
[12:09:07] MAVS-232 moving 🚀 Northwest (1318 units)
[12:09:07] LONGHORN-127 🚀 departing from DAL-P173
[12:09:07] MAVS-232 ✓ landed at DAL-P287 (parking for ~68s)
[12:09:07] ARMADILLO-148 🚀 departing from DAL-P163
[12:09:07] STARS-203 moving 🚀 South (336 units)
[12:09:07] STARS-203 🚀 heading to parking DAL-P49
[12:09:07] ARMADILLO-228 ✓ landed at DAL-P272 (parking for ~32s)
[12:09:07] HORIZON-80 moving 🚀 Southeast (276 units)
[12:09:07] HORIZON-80 🚀 heading to parking DAL-P83
[12:09:07] HORIZON-140 ✓ landed at DAL-P169 (parking for ~84s)
[12:09:07] RANGER-184 moving 🚀 North (1280 units)
[12:09:07] RANGER-184 🚀 heading to parking DAL-P51
[12:09:07] STARS-143 ✓ landed at DAL-P37 (parking for ~52s)
[12:09:07] LONGHORN-197 moving 🚀 Northeast (423 units)
[12:09:07] LONGHORN-197 🚀 heading to parking DAL-P144
[12:09:07] RANGER-124 🚀 departing from DAL-P41
[12:09:07] PRAIRIE-149 ✓ landed at DAL-P279 (parking for ~86s)
[12:09:07] RANGER-264 🚀 departing from DAL-P101
[12:09:07] COWBOY-61 ✓ landed at DAL-P209 (parking for ~56s)
[12:09:07] STARS-243 moving 🚀 Northeast (894 units)
[12:09:07] BRONCO-146 ✓ landed at DAL-P101 (parking for ~38s)
[12:09:07] ARMADILLO-148 moving 🚀 Southwest (410 units)
[12:09:07] ARMADILLO-148 🚀 heading to parking DAL-P199
[12:09:07] COWBOY-171 moving 🚀 South (795 units)
[12:09:07] COWBOY-171 🚀 heading to parking DAL-P246
[12:09:07] ARMADILLO-68 moving 🚀 Southeast (649 units)
[12:09:07] ARMADILLO-68 🚀 heading to parking DAL-P206
[12:09:07] RANGER-124 moving 🚀 Northeast (985 units)
[12:09:07] RANGER-124 🚀 heading to parking DAL-P102
[12:09:07] HORIZON-170 moving 🚀 West (317 units)
[12:09:07] HORIZON-170 🚀 heading to parking DAL-P21
[12:09:07] STARS-213 🚀 departing from DAL-P103
[12:09:07] RANGER-264 moving 🚀 South (1086 units)
[12:09:07] RANGER-264 🚀 heading to parking DAL-P27
[12:09:07] RANGER-84 ✓ landed at DAL-P266 (parking for ~42s)
[12:09:07] COWBOY-101 ✓ landed at DAL-P229 (parking for ~58s)
[12:09:07] STARS-243 moving 🚀 Southeast (1061 units)
[12:09:07] STARS-243 🚀 heading to parking DAL-P165
[12:09:07] PRAIRIE-29 moving 🚀 North (691 units)
[12:09:07] PRAIRIE-69 🚀 departing from DAL-P103
[12:09:07] BRONCO-116 ✓ landed at DAL-P133 (parking for ~46s)
[12:09:07] MUSTANG-25 moving 🚀 Northeast (126 units)
[12:09:07] LONGHORN-287 ✓ landed at DAL-P196 (parking for ~46s)
[12:09:07] COWBOY-201 🚀 departing from DAL-P29
[12:09:07] COWBOY-251 ✓ landed at DAL-P74 (parking for ~56s)
[12:09:07] LONGHORN-237 ✓ landed at DAL-P169 (parking for ~54s)
[12:09:08] LONGHORN-87 🚀 departing from DAL-P188
[12:09:08] LONGHORN-127 moving 🚀 South (277 units)
[12:09:08] LONGHORN-127 🚀 heading to parking DAL-P235
[12:09:08] COWBOY-221 ✓ landed at DAL-P53 (parking for ~42s)
[12:09:08] ARMADILLO-268 ✓ landed at DAL-P73 (parking for ~60s)
[12:09:08] HORIZON-20 moving 🚀 Southeast (158 units)
[12:09:08] MAVS-22 moving 🚀 Southwest (1074 units)
[12:09:08] BRONCO-156 ✓ landed at DAL-P75 (parking for ~58s)
[12:09:08] ARMADILLO-228 🚀 departing from DAL-P272
[12:09:08] BRONCO-56 🚀 departing from DAL-P245
[12:09:08] PRAIRIE-69 moving 🚀 North (508 units)
[12:09:08] PRAIRIE-69 🚀 heading to parking DAL-P28
[12:09:08] LONGHORN-217 🚀 departing from DAL-P295
[12:09:08] ARMADILLO-228 moving 🚀 Northeast (675 units)
[12:09:08] ARMADILLO-228 🚀 heading to parking DAL-P180
[12:09:08] MAVS-282 ✓ landed at DAL-P176 (parking for ~86s)
[12:09:08] LONGHORN-217 moving 🚀 East (761 units)
[12:09:08] LONGHORN-217 🚀 heading to parking DAL-P95
[12:09:08] COWBOY-201 moving 🚀 Northeast (641 units)
[12:09:08] COWBOY-201 🚀 heading to parking DAL-P103
[12:09:08] MAVS-72 ✓ landed at DAL-P120 (parking for ~36s)
[12:09:08] LONGHORN-137 ✓ landed at DAL-P91 (parking for ~54s)
[12:09:08] ARMADILLO-198 ✓ landed at DAL-P206 (parking for ~42s)
[12:09:08] STARS-213 moving 🚀 Northwest (759 units)
[12:09:08] PRAIRIE-79 🚀 departing from DAL-P185
[12:09:08] BRONCO-56 moving 🚀 Northwest (698 units)
[12:09:08] BRONCO-56 🚀 heading to parking DAL-P210
[12:09:08] ARMADILLO-98 ✓ landed at DAL-P4 (parking for ~70s)
[12:09:08] RANGER-254 ✓ landed at DAL-P2 (parking for ~68s)
[12:09:08] RANGER-54 ✓ landed at DAL-P98 (parking for ~68s)
[12:09:08] BRONCO-146 🚀 departing from DAL-P101
[12:09:08] PRAIRIE-299 ✓ landed at DAL-P105 (parking for ~84s)
[12:09:08] PRAIRIE-79 moving 🚀 Southwest (719 units)
[12:09:08] PRAIRIE-79 🚀 heading to parking DAL-P29
[12:09:08] BRONCO-146 moving 🚀 Southeast (1436 units)
[12:09:08] BRONCO-146 🚀 heading to parking DAL-P281
[12:09:08] LONGHORN-87 moving 🚀 North (1142 units)
[12:09:08] LONGHORN-87 🚀 heading to parking DAL-P110
[12:09:08] BRONCO-126 ✓ landed at DAL-P220 (parking for ~76s)
[12:09:08] STARS-213 moving 🚀 Northeast (293 units)
[12:09:08] STARS-213 🚀 heading to parking DAL-P232
[12:09:08] ARMADILLO-288 ✓ landed at DAL-P270 (parking for ~36s)
[12:09:09] RANGER-84 🚀 departing from DAL-P266
[12:09:09] STARS-143 🚀 departing from DAL-P37
[12:09:09] BRONCO-6 moving 🚀 South (1036 units)
[12:09:09] STARS-143 moving 🚀 Northwest (871 units)
[12:09:09] STARS-143 🚀 heading to parking DAL-P275
[12:09:09] RANGER-84 moving 🚀 West (973 units)
[12:09:09] RANGER-84 🚀 heading to parking DAL-P116
[12:09:09] STARS-3 moving 🚀 Southeast (301 units)
[12:09:09] BRONCO-116 🚀 departing from DAL-P133
[12:09:09] COWBOY-61 🚀 departing from DAL-P209
[12:09:09] BRONCO-116 moving 🚀 Northeast (1140 units)
[12:09:09] BRONCO-116 🚀 heading to parking DAL-P168
[12:09:09] HORIZON-120 ✓ landed at DAL-P90 (parking for ~32s)
[12:09:09] HORIZON-160 🚀 departing from DAL-P143
[12:09:09] LONGHORN-287 🚀 departing from DAL-P196
[12:09:09] RANGER-44 ✓ landed at DAL-P300 (parking for ~90s)
[12:09:09] MAVS-232 🚀 departing from DAL-P287
[12:09:09] COWBOY-61 moving 🚀 Southeast (878 units)
[12:09:09] COWBOY-61 🚀 heading to parking DAL-P109
[12:09:09] COWBOY-221 🚀 departing from DAL-P53
[12:09:09] HORIZON-250 ✓ landed at DAL-P176 (parking for ~46s)
[12:09:09] STARS-13 moving 🚀 Southeast (1269 units)
[12:09:09] COWBOY-101 🚀 departing from DAL-P229
[12:09:09] STARS-253 ✓ landed at DAL-P172 (parking for ~50s)
[12:09:09] MAVS-72 🚀 departing from DAL-P120
[12:09:09] HORIZON-160 moving 🚀 East (701 units)
[12:09:09] HORIZON-160 🚀 heading to parking DAL-P76
[12:09:09] COWBOY-251 🚀 departing from DAL-P74
[12:09:09] HORIZON-110 ✓ landed at DAL-P170 (parking for ~44s)
[12:09:09] MAVS-232 moving 🚀 Northwest (567 units)
[12:09:09] MAVS-232 🚀 heading to parking DAL-P103
[12:09:09] LONGHORN-237 🚀 departing from DAL-P169
[12:09:09] COWBOY-251 moving 🚀 North (497 units)
[12:09:09] COWBOY-251 🚀 heading to parking DAL-P274
[12:09:09] PRAIRIE-159 ✓ landed at DAL-P106 (parking for ~36s)
[12:09:09] HORIZON-240 ✓ landed at DAL-P39 (parking for ~86s)
[12:09:09] MUSTANG-265 ✓ landed at DAL-P37 (parking for ~34s)
[12:09:09] LONGHORN-287 moving 🚀 Southwest (360 units)
[12:09:09] LONGHORN-287 🚀 heading to parking DAL-P67
[12:09:09] MUSTANG-105 🚀 departing from DAL-P184
[12:09:09] MAVS-112 ✓ landed at DAL-P167 (parking for ~48s)
[12:09:09] ARMADILLO-198 🚀 departing from DAL-P206
[12:09:09] COWBOY-101 moving 🚀 Northwest (1196 units)
[12:09:09] COWBOY-101 🚀 heading to parking DAL-P135
[12:09:09] HORIZON-140 🚀 departing from DAL-P169
[12:09:09] ARMADILLO-198 moving 🚀 South (625 units)
[12:09:09] ARMADILLO-198 🚀 heading to parking DAL-P271
[12:09:09] ARMADILLO-268 🚀 departing from DAL-P73
[12:09:09] MAVS-72 moving 🚀 East (755 units)
[12:09:09] MAVS-72 🚀 heading to parking DAL-P229
[12:09:09] BRONCO-156 🚀 departing from DAL-P75
[12:09:09] ARMADILLO-248 ✓ landed at DAL-P132 (parking for ~70s)
[12:09:09] LONGHORN-237 moving 🚀 West (688 units)
[12:09:09] LONGHORN-237 🚀 heading to parking DAL-P30
[12:09:09] ARMADILLO-288 🚀 departing from DAL-P270
[12:09:10] MUSTANG-105 moving 🚀 Southwest (625 units)
[12:09:10] MUSTANG-105 🚀 heading to parking DAL-P189
[12:09:10] PRAIRIE-149 🚀 departing from DAL-P279
[12:09:10] LONGHORN-137 🚀 departing from DAL-P91
[12:09:10] BRONCO-156 moving 🚀 North (842 units)
[12:09:10] BRONCO-156 🚀 heading to parking DAL-P19
[12:09:10] COWBOY-221 moving 🚀 South (616 units)
[12:09:10] MAVS-32 moving 🚀 South (1050 units)
[12:09:10] HORIZON-120 🚀 departing from DAL-P90
[12:09:10] LONGHORN-137 moving 🚀 Northwest (418 units)
[12:09:10] LONGHORN-137 🚀 heading to parking DAL-P129
[12:09:10] COWBOY-181 ✓ landed at DAL-P299 (parking for ~36s)
[12:09:10] ARMADILLO-288 moving 🚀 East (612 units)
[12:09:10] ARMADILLO-288 🚀 heading to parking DAL-P293
[12:09:10] PRAIRIE-149 moving 🚀 East (369 units)
[12:09:10] PRAIRIE-149 🚀 heading to parking DAL-P112
[12:09:10] COWBOY-221 moving 🚀 Northeast (704 units)
[12:09:10] COWBOY-221 🚀 heading to parking DAL-P258
[12:09:10] ARMADILLO-268 moving 🚀 East (842 units)
[12:09:10] ARMADILLO-268 🚀 heading to parking DAL-P108
[12:09:10] LONGHORN-7 moving 🚀 West (1196 units)
[12:09:10] LONGHORN-177 ✓ landed at DAL-P36 (parking for ~30s)
[12:09:10] LONGHORN-57 ✓ landed at DAL-P119 (parking for ~90s)
[12:09:10] PRAIRIE-239 ✓ landed at DAL-P199 (parking for ~90s)
[12:09:10] MAVS-292 ✓ landed at DAL-P132 (parking for ~72s)
[12:09:10] STARS-233 ✓ landed at DAL-P252 (parking for ~44s)
[12:09:10] HORIZON-140 moving 🚀 Southwest (1400 units)
[12:09:10] HORIZON-250 🚀 departing from DAL-P176
[12:09:10] RANGER-254 🚀 departing from DAL-P2
[12:09:10] MUSTANG-265 🚀 departing from DAL-P37
[12:09:10] RANGER-54 🚀 departing from DAL-P98
[12:09:10] ARMADILLO-98 🚀 departing from DAL-P4
[12:09:10] PRAIRIE-109 ✓ landed at DAL-P239 (parking for ~48s)
[12:09:10] PRAIRIE-159 🚀 departing from DAL-P106
[12:09:10] MUSTANG-275 ✓ landed at DAL-P289 (parking for ~42s)
[12:09:10] STARS-43 ✓ landed at DAL-P42 (parking for ~88s)
[12:09:10] MAVS-282 🚀 departing from DAL-P176
[12:09:10] HORIZON-110 🚀 departing from DAL-P170
[12:09:10] HORIZON-120 moving 🚀 North (791 units)
[12:09:10] HORIZON-120 🚀 heading to parking DAL-P141
[12:09:10] STARS-253 🚀 departing from DAL-P172
[12:09:10] RANGER-54 moving 🚀 South (1172 units)
[12:09:10] RANGER-54 🚀 heading to parking DAL-P127
[12:09:11] ARMADILLO-98 moving 🚀 South (1240 units)
[12:09:11] ARMADILLO-98 🚀 heading to parking DAL-P211
[12:09:11] MAVS-142 ✓ landed at DAL-P189 (parking for ~60s)
[12:09:11] MUSTANG-175 ✓ landed at DAL-P243 (parking for ~48s)
[12:09:11] MUSTANG-265 moving 🚀 Northwest (1006 units)
[12:09:11] MUSTANG-265 🚀 heading to parking DAL-P52
[12:09:11] HORIZON-70 ✓ landed at DAL-P72 (parking for ~88s)
[12:09:11] BRONCO-126 🚀 departing from DAL-P220
[12:09:11] MAVS-112 🚀 departing from DAL-P167
[12:09:11] LONGHORN-177 🚀 departing from DAL-P36
[12:09:11] COWBOY-181 🚀 departing from DAL-P299
[12:09:11] PRAIRIE-299 🚀 departing from DAL-P105
[12:09:11] STARS-253 moving 🚀 West (669 units)
[12:09:11] STARS-253 🚀 heading to parking DAL-P131
[12:09:11] RANGER-254 moving 🚀 South (377 units)
[12:09:11] RANGER-254 🚀 heading to parking DAL-P8
[12:09:11] MUSTANG-155 ✓ landed at DAL-P252 (parking for ~82s)
[12:09:11] LONGHORN-177 moving 🚀 Southeast (685 units)
[12:09:11] LONGHORN-177 🚀 heading to parking DAL-P246
[12:09:11] HORIZON-250 moving 🚀 East (317 units)
[12:09:11] HORIZON-250 🚀 heading to parking DAL-P290
[12:09:11] HORIZON-140 moving 🚀 South (976 units)
[12:09:11] HORIZON-140 🚀 heading to parking DAL-P273
[12:09:11] PRAIRIE-229 ✓ landed at DAL-P60 (parking for ~36s)
[12:09:11] PRAIRIE-299 moving 🚀 North (1186 units)
[12:09:11] PRAIRIE-299 🚀 heading to parking DAL-P236
[12:09:11] MAVS-282 moving 🚀 East (1197 units)
[12:09:11] MAVS-282 🚀 heading to parking DAL-P169
[12:09:11] LONGHORN-17 moving 🚀 West (28 units)
[12:09:11] LONGHORN-107 ✓ landed at DAL-P225 (parking for ~68s)
[12:09:11] MAVS-122 ✓ landed at DAL-P30 (parking for ~48s)
[12:09:11] PRAIRIE-159 moving 🚀 Southeast (243 units)
[12:09:11] HORIZON-280 ✓ landed at DAL-P216 (parking for ~34s)
[12:09:11] MUSTANG-25 moving 🚀 East (431 units)
[12:09:11] BRONCO-126 moving 🚀 Northeast (256 units)
[12:09:11] BRONCO-126 🚀 heading to parking DAL-P291
[12:09:11] HORIZON-110 moving 🚀 South (409 units)
[12:09:11] PRAIRIE-159 moving 🚀 Northwest (694 units)
[12:09:11] PRAIRIE-159 🚀 heading to parking DAL-P12
[12:09:11] RANGER-14 moving 🚀 Southwest (1317 units)
[12:09:11] MUSTANG-285 ✓ landed at DAL-P160 (parking for ~66s)
[12:09:12] RANGER-44 🚀 departing from DAL-P300
[12:09:12] STARS-233 🚀 departing from DAL-P252
[12:09:12] RANGER-44 moving 🚀 North (858 units)
[12:09:12] RANGER-44 🚀 heading to parking DAL-P217
[12:09:12] HORIZON-110 moving 🚀 Southwest (1602 units)
[12:09:12] HORIZON-110 🚀 heading to parking DAL-P32
[12:09:12] MAVS-112 moving 🚀 Northeast (1095 units)
[12:09:12] MUSTANG-165 ✓ landed at DAL-P89 (parking for ~64s)
[12:09:12] MUSTANG-235 ✓ landed at DAL-P235 (parking for ~48s)
[12:09:12] ARMADILLO-248 🚀 departing from DAL-P132
[12:09:12] MUSTANG-275 🚀 departing from DAL-P289
[12:09:12] COWBOY-181 moving 🚀 North (264 units)
[12:09:12] PRAIRIE-109 🚀 departing from DAL-P239
[12:09:12] ARMADILLO-248 moving 🚀 South (1268 units)
[12:09:12] ARMADILLO-248 🚀 heading to parking DAL-P287
[12:09:12] RANGER-174 ✓ landed at DAL-P46 (parking for ~88s)
[12:09:12] HORIZON-240 🚀 departing from DAL-P39
[12:09:12] LONGHORN-17 moving 🚀 Northeast (719 units)
[12:09:12] PRAIRIE-109 moving 🚀 Northwest (1377 units)
[12:09:12] PRAIRIE-109 🚀 heading to parking DAL-P61
[12:09:12] MUSTANG-275 moving 🚀 Northeast (916 units)
[12:09:12] MUSTANG-275 🚀 heading to parking DAL-P245
[12:09:12] MAVS-112 moving 🚀 West (434 units)
[12:09:12] MAVS-112 🚀 heading to parking DAL-P213
[12:09:12] MUSTANG-175 🚀 departing from DAL-P243
[12:09:12] COWBOY-181 moving 🚀 West (760 units)
[12:09:12] COWBOY-181 🚀 heading to parking DAL-P63
[12:09:12] STARS-183 ✓ landed at DAL-P7 (parking for ~70s)
[12:09:12] MUSTANG-195 ✓ landed at DAL-P95 (parking for ~58s)
[12:09:12] MAVS-212 ✓ landed at DAL-P63 (parking for ~68s)
[12:09:12] PRAIRIE-229 🚀 departing from DAL-P60
[12:09:12] STARS-233 moving 🚀 Southeast (611 units)
[12:09:12] STARS-233 🚀 heading to parking DAL-P181
[12:09:12] STARS-153 ✓ landed at DAL-P10 (parking for ~50s)
[12:09:12] MAVS-182 ✓ landed at DAL-P55 (parking for ~32s)
[12:09:12] PRAIRIE-229 moving 🚀 Northwest (465 units)
[12:09:12] PRAIRIE-229 🚀 heading to parking DAL-P268
[12:09:12] HORIZON-280 🚀 departing from DAL-P216
[12:09:12] BRONCO-86 ✓ landed at DAL-P220 (parking for ~86s)
[12:09:12] PRAIRIE-219 ✓ landed at DAL-P173 (parking for ~34s)
