=== RADAR COMMUNICATIONS LOG ===
City: New York
Application started: 2025-12-10 16:33:41
==================================================
[16:33:48] Radar communication initialized for New York
[16:36:35] ⚠️ CRITICAL: Robert #1 and Lisa #3 are 46.0 units apart - COLLISION RISK!
[16:36:35] ⚠️ CRITICAL: Robert #1 and John #4 are 49.0 units apart - COLLISION RISK!
[16:36:35] ⚠️ Warning: Robert #1 and Robert #5 are 91.9 units apart
[16:36:35] ⚠️ Warning: Robert #1 and Amanda #7 are 88.5 units apart
[16:36:35] ⚠️ Warning: Robert #1 and David #9 are 50.2 units apart
[16:36:35] ⚠️ CRITICAL: Robert #1 and Amanda #9 are 44.9 units apart - COLLISION RISK!
[16:36:35] ⚠️ Warning: Robert #1 and Amanda #10 are 82.4 units apart
[16:36:35] ⚠️ Warning: Lisa #1 and Sarah #7 are 81.4 units apart
[16:36:35] ⚠️ Warning: Lisa #1 and Emily #9 are 95.2 units apart
[16:36:35] ⚠️ Warning: Lisa #1 and Robert #9 are 67.4 units apart
[16:36:35] ⚠️ Warning: Lisa #1 and Michael #10 are 70.1 units apart
[16:36:35] ⚠️ Warning: Lisa #1 and David #10 are 91.2 units apart
[16:36:35] ⚠️ Warning: John #2 and Robert #3 are 66.5 units apart
[16:36:35] ⚠️ Warning: John #2 and David #4 are 78.4 units apart
[16:36:35] ⚠️ Warning: John #2 and Sarah #5 are 85.2 units apart
[16:36:35] ⚠️ Warning: John #2 and Emily #6 are 76.6 units apart
[16:36:35] ⚠️ Warning: John #2 and Jane #10 are 98.4 units apart
[16:36:35] ⚠️ CRITICAL: John #2 and Sarah #10 are 31.8 units apart - COLLISION RISK!
[16:36:35] ⚠️ Warning: John #2 and Lisa #10 are 94.4 units apart
[16:36:35] ⚠️ Warning: Jane #2 and Emily #4 are 92.7 units apart
[16:36:35] ⚠️ Warning: Jane #2 and Jane #9 are 68.6 units apart
[16:36:35] ⚠️ Warning: Michael #2 and Chris #9 are 54.3 units apart
[16:36:35] ⚠️ Warning: Michael #2 and Jane #10 are 91.9 units apart
[16:36:36] ⚠️ Warning: Sarah #2 and John #4 are 84.9 units apart
[16:36:36] ⚠️ Warning: Sarah #2 and Michael #5 are 53.2 units apart
[16:36:36] ⚠️ Warning: Sarah #2 and Michael #7 are 94.5 units apart
[16:36:36] ⚠️ Warning: David #2 and Chris #2 are 55.1 units apart
[16:36:36] ⚠️ CRITICAL: Emily #2 and Amanda #2 are 30.7 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: Emily #2 and Lisa #2 are 62.5 units apart
[16:36:36] ⚠️ Warning: Emily #2 and Sarah #3 are 75.8 units apart
[16:36:36] ⚠️ Warning: Emily #2 and Lisa #3 are 95.6 units apart
[16:36:36] ⚠️ Warning: Emily #2 and John #4 are 86.4 units apart
[16:36:36] ⚠️ CRITICAL: Emily #2 and Robert #5 are 36.9 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: Emily #2 and Amanda #9 are 93.2 units apart
[16:36:36] ⚠️ Warning: Chris #2 and Amanda #5 are 91.1 units apart
[16:36:36] ⚠️ Warning: Amanda #2 and Lisa #2 are 67.5 units apart
[16:36:36] ⚠️ Warning: Amanda #2 and Sarah #3 are 73.2 units apart
[16:36:36] ⚠️ Warning: Amanda #2 and Lisa #3 are 74.0 units apart
[16:36:36] ⚠️ Warning: Amanda #2 and John #4 are 59.2 units apart
[16:36:36] ⚠️ Warning: Amanda #2 and Robert #5 are 55.0 units apart
[16:36:36] ⚠️ Warning: Amanda #2 and David #9 are 87.8 units apart
[16:36:36] ⚠️ Warning: Amanda #2 and Amanda #9 are 71.9 units apart
[16:36:36] ⚠️ Warning: Robert #2 and Emily #4 are 93.0 units apart
[16:36:36] ⚠️ Warning: Robert #2 and Chris #5 are 64.1 units apart
[16:36:36] ⚠️ Warning: Lisa #2 and John #4 are 80.6 units apart
[16:36:36] ⚠️ CRITICAL: Lisa #2 and Robert #5 are 32.0 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: Lisa #2 and Michael #7 are 84.4 units apart
[16:36:36] ⚠️ CRITICAL: John #3 and Michael #3 are 27.6 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: Michael #3 and Chris #3 are 87.4 units apart
[16:36:36] ⚠️ Warning: Sarah #3 and Lisa #3 are 55.4 units apart
[16:36:36] ⚠️ Warning: Sarah #3 and Amanda #7 are 63.1 units apart
[16:36:36] ⚠️ Warning: Sarah #3 and Amanda #9 are 53.2 units apart
[16:36:36] ⚠️ Warning: Sarah #3 and Amanda #10 are 61.3 units apart
[16:36:36] ⚠️ Warning: David #3 and Lisa #3 are 78.6 units apart
[16:36:36] ⚠️ Warning: David #3 and Amanda #7 are 63.1 units apart
[16:36:36] ⚠️ CRITICAL: David #3 and John #8 are 23.5 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: David #3 and Sarah #8 are 88.6 units apart
[16:36:36] ⚠️ Warning: David #3 and Emily #8 are 70.0 units apart
[16:36:36] ⚠️ Warning: David #3 and David #9 are 82.8 units apart
[16:36:36] ⚠️ Warning: David #3 and Amanda #9 are 81.0 units apart
[16:36:36] ⚠️ Warning: David #3 and Amanda #10 are 62.6 units apart
[16:36:36] ⚠️ Warning: Emily #3 and Jane #5 are 84.5 units apart
[16:36:36] ⚠️ Warning: Emily #3 and Robert #10 are 54.3 units apart
[16:36:36] ⚠️ Warning: Amanda #3 and Michael #6 are 81.8 units apart
[16:36:36] ⚠️ Warning: Amanda #3 and Sarah #6 are 53.7 units apart
[16:36:36] ⚠️ Warning: Amanda #3 and David #6 are 72.7 units apart
[16:36:36] ⚠️ Warning: Amanda #3 and Lisa #6 are 78.3 units apart
[16:36:36] ⚠️ Warning: Amanda #3 and Sarah #8 are 97.0 units apart
[16:36:36] ⚠️ Warning: Robert #3 and Michael #5 are 95.3 units apart
[16:36:36] ⚠️ Warning: Robert #3 and Jane #10 are 76.9 units apart
[16:36:36] ⚠️ Warning: Robert #3 and Sarah #10 are 66.5 units apart
[16:36:36] ⚠️ Warning: Lisa #3 and John #4 are 92.2 units apart
[16:36:36] ⚠️ CRITICAL: Lisa #3 and Amanda #7 are 42.8 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: Lisa #3 and John #8 are 85.4 units apart
[16:36:36] ⚠️ Warning: Lisa #3 and David #9 are 53.2 units apart
[16:36:36] ⚠️ CRITICAL: Lisa #3 and Amanda #9 are 2.6 units apart - COLLISION RISK!
[16:36:36] ⚠️ CRITICAL: Lisa #3 and Amanda #10 are 36.5 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: John #4 and Robert #5 are 91.7 units apart
[16:36:36] ⚠️ Warning: John #4 and David #9 are 67.0 units apart
[16:36:36] ⚠️ Warning: John #4 and Amanda #9 are 91.6 units apart
[16:36:36] ⚠️ Warning: Jane #4 and Amanda #4 are 77.6 units apart
[16:36:36] ⚠️ Warning: Michael #4 and Amanda #4 are 72.3 units apart
[16:36:36] ⚠️ Warning: Michael #4 and Chris #8 are 99.7 units apart
[16:36:36] ⚠️ CRITICAL: Michael #4 and Robert #8 are 43.8 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: Michael #4 and Lisa #8 are 83.4 units apart
[16:36:36] ⚠️ Warning: Sarah #4 and John #7 are 79.2 units apart
[16:36:36] ⚠️ CRITICAL: Sarah #4 and Chris #7 are 31.1 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: Sarah #4 and Jane #8 are 83.7 units apart
[16:36:36] ⚠️ CRITICAL: Sarah #4 and John #9 are 9.9 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: David #4 and Emily #6 are 63.6 units apart
[16:36:36] ⚠️ Warning: David #4 and Chris #6 are 65.3 units apart
[16:36:36] ⚠️ Warning: David #4 and Robert #6 are 90.4 units apart
[16:36:36] ⚠️ Warning: Emily #4 and Lisa #4 are 92.0 units apart
[16:36:36] ⚠️ Warning: Emily #4 and Chris #5 are 87.1 units apart
[16:36:36] ⚠️ Warning: Chris #4 and John #5 are 74.5 units apart
[16:36:36] ⚠️ Warning: Chris #4 and Robert #7 are 68.3 units apart
[16:36:36] ⚠️ Warning: Chris #4 and Amanda #8 are 94.7 units apart
[16:36:36] ⚠️ Warning: Amanda #4 and Robert #8 are 87.0 units apart
[16:36:36] ⚠️ Warning: Robert #4 and John #5 are 69.6 units apart
[16:36:36] ⚠️ CRITICAL: Jane #5 and Emily #5 are 40.7 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: Jane #5 and Amanda #5 are 77.9 units apart
[16:36:36] ⚠️ CRITICAL: Jane #5 and John #10 are 48.7 units apart - COLLISION RISK!
[16:36:36] ⚠️ CRITICAL: Jane #5 and Robert #10 are 46.9 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: Michael #5 and Jane #10 are 93.2 units apart
[16:36:36] ⚠️ Warning: Sarah #5 and Lisa #5 are 80.2 units apart
[16:36:36] ⚠️ Warning: Sarah #5 and Sarah #10 are 72.0 units apart
[16:36:36] ⚠️ Warning: Sarah #5 and Chris #10 are 91.8 units apart
[16:36:36] ⚠️ CRITICAL: Sarah #5 and Lisa #10 are 17.9 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: David #5 and Lisa #8 are 51.9 units apart
[16:36:36] ⚠️ Warning: Emily #5 and Amanda #5 are 79.4 units apart
[16:36:36] ⚠️ Warning: Emily #5 and Michael #6 are 84.9 units apart
[16:36:36] ⚠️ Warning: Emily #5 and Sarah #8 are 73.8 units apart
[16:36:36] ⚠️ CRITICAL: Emily #5 and John #10 are 16.7 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: Emily #5 and Robert #10 are 62.4 units apart
[16:36:36] ⚠️ Warning: Amanda #5 and John #10 are 96.2 units apart
[16:36:36] ⚠️ Warning: Lisa #5 and Emily #10 are 66.5 units apart
[16:36:36] ⚠️ CRITICAL: Lisa #5 and Chris #10 are 18.2 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: Lisa #5 and Lisa #10 are 77.0 units apart
[16:36:36] ⚠️ Warning: John #6 and Lisa #6 are 52.4 units apart
[16:36:36] ⚠️ CRITICAL: John #6 and Lisa #7 are 9.8 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: John #6 and Emily #8 are 70.4 units apart
[16:36:36] ⚠️ Warning: John #6 and Chris #9 are 73.1 units apart
[16:36:36] ⚠️ Warning: Jane #6 and Sarah #6 are 84.5 units apart
[16:36:36] ⚠️ CRITICAL: Jane #6 and Michael #9 are 21.7 units apart - COLLISION RISK!
[16:36:36] ⚠️ CRITICAL: Michael #6 and David #6 are 40.9 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: Michael #6 and David #7 are 64.8 units apart
[16:36:36] ⚠️ Warning: Michael #6 and John #10 are 68.2 units apart
[16:36:36] ⚠️ Warning: Michael #6 and Robert #10 are 77.9 units apart
[16:36:36] ⚠️ Warning: Sarah #6 and David #6 are 89.3 units apart
[16:36:36] ⚠️ Warning: Sarah #6 and Lisa #6 are 94.1 units apart
[16:36:36] ⚠️ CRITICAL: David #6 and David #7 are 40.6 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: Emily #6 and Jane #10 are 72.5 units apart
[16:36:36] ⚠️ CRITICAL: Chris #6 and Robert #6 are 36.3 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: Lisa #6 and Lisa #7 are 51.7 units apart
[16:36:36] ⚠️ CRITICAL: John #7 and Jane #7 are 43.3 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: John #7 and Chris #7 are 63.4 units apart
[16:36:36] ⚠️ CRITICAL: John #7 and Jane #8 are 6.2 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: John #7 and John #9 are 85.1 units apart
[16:36:36] ⚠️ Warning: John #7 and Jane #9 are 73.7 units apart
[16:36:36] ⚠️ CRITICAL: Jane #7 and Jane #8 are 39.8 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: Jane #7 and Jane #9 are 71.3 units apart
[16:36:36] ⚠️ CRITICAL: Michael #7 and Emily #7 are 20.4 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: Sarah #7 and Robert #9 are 68.1 units apart
[16:36:36] ⚠️ Warning: David #7 and David #8 are 75.0 units apart
[16:36:36] ⚠️ Warning: Chris #7 and Jane #8 are 66.1 units apart
[16:36:36] ⚠️ CRITICAL: Chris #7 and John #9 are 40.9 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: Amanda #7 and John #8 are 57.6 units apart
[16:36:36] ⚠️ Warning: Amanda #7 and David #9 are 86.5 units apart
[16:36:36] ⚠️ CRITICAL: Amanda #7 and Amanda #9 are 43.7 units apart - COLLISION RISK!
[16:36:36] ⚠️ CRITICAL: Amanda #7 and Amanda #10 are 6.4 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: Robert #7 and Amanda #8 are 80.9 units apart
[16:36:36] ⚠️ Warning: Lisa #7 and Emily #8 are 67.7 units apart
[16:36:36] ⚠️ Warning: Lisa #7 and Chris #9 are 82.6 units apart
[16:36:36] ⚠️ Warning: John #8 and Sarah #8 are 84.2 units apart
[16:36:36] ⚠️ Warning: John #8 and Emily #8 are 93.4 units apart
[16:36:36] ⚠️ Warning: John #8 and Amanda #9 are 87.5 units apart
[16:36:36] ⚠️ Warning: John #8 and Amanda #10 are 59.5 units apart
[16:36:36] ⚠️ Warning: Jane #8 and John #9 are 89.9 units apart
[16:36:36] ⚠️ Warning: Jane #8 and Jane #9 are 67.9 units apart
[16:36:36] ⚠️ Warning: Sarah #8 and John #10 are 73.2 units apart
[16:36:36] ⚠️ Warning: David #8 and Sarah #9 are 82.9 units apart
[16:36:36] ⚠️ Warning: Emily #8 and David #9 are 65.2 units apart
[16:36:36] ⚠️ Warning: Chris #8 and Robert #8 are 79.0 units apart
[16:36:36] ⚠️ Warning: Chris #8 and Lisa #8 are 86.4 units apart
[16:36:36] ⚠️ Warning: Chris #8 and Emily #9 are 99.0 units apart
[16:36:36] ⚠️ Warning: Robert #8 and Emily #9 are 63.4 units apart
[16:36:36] ⚠️ Warning: Robert #8 and David #10 are 69.2 units apart
[16:36:36] ⚠️ Warning: David #9 and Amanda #9 are 54.6 units apart
[16:36:36] ⚠️ Warning: David #9 and Amanda #10 are 80.4 units apart
[16:36:36] ⚠️ Warning: Emily #9 and Robert #9 are 58.7 units apart
[16:36:36] ⚠️ Warning: Emily #9 and Michael #10 are 65.3 units apart
[16:36:36] ⚠️ CRITICAL: Emily #9 and David #10 are 26.9 units apart - COLLISION RISK!
[16:36:36] ⚠️ CRITICAL: Amanda #9 and Amanda #10 are 37.5 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: Robert #9 and Michael #10 are 89.4 units apart
[16:36:36] ⚠️ Warning: Robert #9 and David #10 are 75.3 units apart
[16:36:36] ⚠️ Warning: John #10 and Robert #10 are 56.0 units apart
[16:36:36] ⚠️ CRITICAL: Michael #10 and David #10 are 42.7 units apart - COLLISION RISK!
[16:36:36] ⚠️ Warning: Sarah #10 and Lisa #10 are 86.0 units apart
[16:36:36] ⚠️ Warning: Emily #10 and Chris #10 are 75.1 units apart
[16:36:36] ⚠️ Warning: Chris #10 and Lisa #10 are 85.5 units apart
[16:36:36] ATC-NEW → John #9
📡 WEATHER UPDATE
➤ Current conditions advisory
---

[16:36:36] Emily #3 moving 🚀 West (487 units)
[16:36:36] Sarah #1 moving 🚀 West (902 units)
[16:36:40] ⚠️ Warning: Jane #1 and Emily #9 are 68.1 units apart
[16:36:40] ⚠️ CRITICAL: Michael #1 and Chris #2 are 46.8 units apart - COLLISION RISK!
[16:36:40] ⚠️ Warning: Michael #1 and David #10 are 80.6 units apart
[16:36:40] ⚠️ Warning: David #1 and Sarah #2 are 71.6 units apart
[16:36:40] ⚠️ CRITICAL: David #1 and Michael #7 are 46.3 units apart - COLLISION RISK!
[16:36:40] ⚠️ CRITICAL: Emily #1 and Sarah #3 are 31.9 units apart - COLLISION RISK!
[16:36:40] ⚠️ Warning: Emily #1 and Amanda #5 are 71.7 units apart
[16:36:40] ⚠️ Warning: Emily #1 and Chris #9 are 82.7 units apart
[16:36:40] ⚠️ Warning: Chris #1 and Lisa #1 are 98.2 units apart
[16:36:40] ⚠️ Warning: Chris #1 and John #3 are 70.1 units apart
[16:36:40] ⚠️ Warning: Chris #1 and David #4 are 81.6 units apart
[16:36:40] ⚠️ CRITICAL: Chris #1 and Amanda #4 are 34.1 units apart - COLLISION RISK!
[16:36:40] ⚠️ Warning: Amanda #1 and Emily #8 are 93.9 units apart
[16:36:40] ⚠️ Warning: Robert #1 and Lisa #3 are 75.4 units apart
[16:36:40] ⚠️ CRITICAL: Robert #1 and David #7 are 29.4 units apart - COLLISION RISK!
[16:36:40] ⚠️ CRITICAL: Robert #1 and Amanda #7 are 45.4 units apart - COLLISION RISK!
[16:36:40] ⚠️ Warning: Lisa #1 and Amanda #4 are 64.2 units apart
[16:36:40] ⚠️ Warning: John #2 and Sarah #7 are 65.9 units apart
[16:36:40] ⚠️ Warning: Jane #2 and Robert #2 are 95.3 units apart
[16:36:40] ⚠️ Warning: Jane #2 and John #5 are 63.0 units apart
[16:36:40] ⚠️ Warning: Michael #2 and Chris #3 are 68.6 units apart
[16:36:40] ⚠️ Warning: Sarah #2 and David #3 are 64.9 units apart
[16:36:40] ⚠️ Warning: Sarah #2 and Michael #9 are 97.3 units apart
[16:36:40] ⚠️ Warning: Sarah #2 and Emily #10 are 53.4 units apart
[16:36:40] ⚠️ Warning: David #2 and Lisa #3 are 95.7 units apart
[16:36:40] ⚠️ Warning: Emily #2 and Robert #2 are 98.1 units apart
[16:36:40] ⚠️ CRITICAL: Emily #2 and Michael #10 are 41.4 units apart - COLLISION RISK!
[16:36:40] ⚠️ Warning: Amanda #2 and Lisa #5 are 52.3 units apart
[16:36:40] ⚠️ CRITICAL: Amanda #2 and Robert #10 are 16.0 units apart - COLLISION RISK!
[16:36:40] ⚠️ Warning: Robert #2 and John #5 are 86.3 units apart
[16:36:40] ⚠️ Warning: Robert #2 and Michael #10 are 59.4 units apart
[16:36:40] ⚠️ CRITICAL: John #3 and David #4 are 11.8 units apart - COLLISION RISK!
[16:36:40] ⚠️ Warning: John #3 and Amanda #4 are 79.2 units apart
[16:36:40] ⚠️ CRITICAL: Jane #3 and Jane #6 are 28.4 units apart - COLLISION RISK!
[16:36:40] ⚠️ Warning: Jane #3 and David #6 are 91.3 units apart
[16:36:40] ⚠️ Warning: Jane #3 and Sarah #8 are 62.0 units apart
[16:36:40] ⚠️ Warning: Jane #3 and Amanda #9 are 84.3 units apart
[16:36:40] ⚠️ CRITICAL: Jane #3 and Sarah #10 are 26.0 units apart - COLLISION RISK!
[16:36:40] ⚠️ Warning: Michael #3 and Chris #3 are 62.4 units apart
[16:36:40] ⚠️ Warning: Michael #3 and Amanda #3 are 86.5 units apart
[16:36:40] ⚠️ Warning: Michael #3 and Amanda #10 are 79.1 units apart
[16:36:40] ⚠️ Warning: Sarah #3 and Chris #9 are 50.9 units apart
[16:36:40] ⚠️ Warning: David #3 and Amanda #3 are 84.0 units apart
[16:36:40] ⚠️ CRITICAL: David #3 and Sarah #6 are 47.3 units apart - COLLISION RISK!
[16:36:40] ⚠️ Warning: David #3 and Jane #9 are 84.6 units apart
[16:36:40] ⚠️ Warning: David #3 and Michael #9 are 77.4 units apart
[16:36:40] ⚠️ CRITICAL: David #3 and Emily #10 are 11.6 units apart - COLLISION RISK!
[16:36:40] ⚠️ Warning: Amanda #3 and Sarah #6 are 65.7 units apart
[16:36:40] ⚠️ Warning: Amanda #3 and Jane #9 are 55.6 units apart
[16:36:40] ⚠️ Warning: Amanda #3 and Emily #10 are 95.5 units apart
[16:36:40] ⚠️ Warning: Robert #3 and Robert #7 are 96.7 units apart
[16:36:40] ⚠️ Warning: Robert #3 and Amanda #8 are 84.2 units apart
[16:36:40] ⚠️ Warning: Lisa #3 and Amanda #7 are 84.0 units apart
[16:36:40] ⚠️ Warning: John #4 and Robert #6 are 52.6 units apart
[16:36:40] ⚠️ CRITICAL: Michael #4 and John #8 are 32.4 units apart - COLLISION RISK!
[16:36:40] ⚠️ CRITICAL: Sarah #4 and David #8 are 46.9 units apart - COLLISION RISK!
[16:36:40] ⚠️ Warning: David #4 and Amanda #4 are 88.7 units apart
[16:36:40] ⚠️ Warning: Emily #4 and David #9 are 77.9 units apart
[16:36:40] ⚠️ Warning: Emily #4 and Lisa #9 are 69.1 units apart
[16:36:40] ⚠️ Warning: Chris #4 and Amanda #6 are 79.5 units apart
[16:36:40] ⚠️ Warning: Robert #4 and Chris #10 are 92.5 units apart
[16:36:40] ⚠️ Warning: Lisa #4 and Chris #10 are 66.9 units apart
[16:36:40] ⚠️ Warning: Sarah #5 and David #6 are 69.5 units apart
[16:36:40] ⚠️ Warning: David #5 and Sarah #8 are 73.7 units apart
[16:36:40] ⚠️ Warning: David #5 and Amanda #9 are 69.4 units apart
[16:36:40] ⚠️ CRITICAL: Emily #5 and Chris #5 are 36.7 units apart - COLLISION RISK!
[16:36:40] ⚠️ Warning: Amanda #5 and Emily #9 are 80.9 units apart
[16:36:40] ⚠️ CRITICAL: Robert #5 and Sarah #9 are 19.2 units apart - COLLISION RISK!
[16:36:40] ⚠️ CRITICAL: Lisa #5 and Robert #10 are 37.2 units apart - COLLISION RISK!
[16:36:40] ⚠️ Warning: Jane #6 and Sarah #8 are 56.3 units apart
[16:36:40] ⚠️ Warning: Jane #6 and David #9 are 99.5 units apart
[16:36:40] ⚠️ Warning: Jane #6 and Amanda #9 are 66.4 units apart
[16:36:40] ⚠️ CRITICAL: Jane #6 and Sarah #10 are 30.0 units apart - COLLISION RISK!
[16:36:40] ⚠️ CRITICAL: Sarah #6 and Jane #9 are 39.8 units apart - COLLISION RISK!
[16:36:40] ⚠️ Warning: Sarah #6 and Michael #9 are 57.2 units apart
[16:36:40] ⚠️ Warning: Sarah #6 and Emily #10 are 56.4 units apart
[16:36:40] ⚠️ Warning: David #6 and Sarah #8 are 85.0 units apart
[16:36:40] ⚠️ Warning: Emily #6 and Chris #8 are 90.5 units apart
[16:36:40] ⚠️ Warning: Chris #6 and David #9 are 97.1 units apart
[16:36:40] ⚠️ Warning: Chris #6 and Amanda #9 are 78.5 units apart
[16:36:40] ⚠️ CRITICAL: Amanda #6 and Michael #8 are 41.2 units apart - COLLISION RISK!
[16:36:40] ⚠️ Warning: David #7 and Amanda #7 are 65.0 units apart
[16:36:40] ⚠️ CRITICAL: Robert #7 and Amanda #8 are 13.5 units apart - COLLISION RISK!
[16:36:40] ⚠️ CRITICAL: Sarah #8 and Amanda #9 are 35.5 units apart - COLLISION RISK!
[16:36:40] ⚠️ Warning: Sarah #8 and Sarah #10 are 81.7 units apart
[16:36:40] ⚠️ Warning: Robert #8 and Robert #9 are 70.9 units apart
[16:36:40] ⚠️ Warning: Jane #9 and Michael #9 are 81.4 units apart
[16:36:40] ⚠️ Warning: Jane #9 and Emily #10 are 94.8 units apart
[16:36:40] ⚠️ Warning: Michael #9 and Emily #10 are 78.2 units apart
[16:36:40] ⚠️ CRITICAL: David #9 and Lisa #9 are 26.7 units apart - COLLISION RISK!
[16:36:40] ⚠️ Warning: David #9 and Sarah #10 are 97.8 units apart
[16:36:40] ⚠️ Warning: Amanda #9 and Sarah #10 are 96.3 units apart
[16:36:41] ⚠️ Warning: John #1 and Jane #7 are 96.0 units apart
[16:36:41] ⚠️ CRITICAL: Jane #1 and Emily #9 are 42.9 units apart - COLLISION RISK!
[16:36:41] ⚠️ Warning: Michael #1 and Chris #2 are 58.9 units apart
